FID,Shape,kecamatan,kabupaten,provinsi,lat,lon,kategori
4026,"Point[X=126.733808000139, Y=-3.66441554674003, WKID=4326]",NAMROLE,BURU SELATAN,MALUKU,-3.664415547,126.733808,low
4027,"Point[X=125.109685599611, Y=1.50412309010858, WKID=4326]",RANOWULU,KOTA BITUNG,SULAWESI UTARA,1.50412309,125.1096856,low
4028,"Point[X=104.686510700309, Y=-4.2074480274045, WKID=4326]",BELITANG JAYA,OGAN KOMERING ULU TIMUR,SUMATERA SELATAN,-4.207448027,104.6865107,low
4029,"Point[X=123.405028800139, Y=-8.40851630028698, WKID=4326]",NUBATUKAN,LEMBATA,NUSA TENGGARA TIMUR,-8.4085163,123.4050288,low
4030,"Point[X=104.949188600074, Y=-4.95799430289469, WKID=4326]",ANAK RATU AJI,LAMPUNG TENGAH,LAMPUNG,-4.957994303,104.9491886,low
4031,"Point[X=98.4723699500132, Y=2.37160291694113, WKID=4326]",PARLILITAN,HUMBANG HASUNDUTAN,SUMATERA UTARA,2.371602917,98.47236995,low
4032,"Point[X=118.565624400046, Y=-8.43262945088838, WKID=4326]",DONGGO,BIMA,NUSA TENGGARA BARAT,-8.432629451,118.5656244,low
4033,"Point[X=106.595041800339, Y=-6.78589000921653, WKID=4326]",KABANDUNGAN,SUKABUMI,JAWA BARAT,-6.785890009,106.5950418,low
4034,"Point[X=109.750546900419, Y=1.20993253575796, WKID=4326]",SELUAS,BENGKAYANG,KALIMANTAN BARAT,1.209932536,109.7505469,low
4035,"Point[X=131.277899300412, Y=-0.875446989986528, WKID=4326]",SORONG,KOTA SORONG,PAPUA BARAT,-0.87544699,131.2778993,low
4036,"Point[X=112.029140999558, Y=-7.11877676613483, WKID=4326]",KANOR,BOJONEGORO,JAWA TIMUR,-7.118776766,112.029141,low
4037,"Point[X=112.589203100043, Y=-0.386981852030772, WKID=4326]",SERAWAI,SINTANG,KALIMANTAN BARAT,-0.386981852,112.5892031,low
4038,"Point[X=121.541542699936, Y=-0.930039228627436, WKID=4326]",AMPANA KOTA,TOJO UNA-UNA,SULAWESI TENGAH,-0.930039229,121.5415427,low
4039,"Point[X=112.126031800227, Y=-7.49048721171539, WKID=4326]",JATIKALEN,NGANJUK,JAWA TIMUR,-7.490487212,112.1260318,low
4040,"Point[X=112.803411000318, Y=-7.03312344858824, WKID=4326]",BURNEH,BANGKALAN,JAWA TIMUR,-7.033123449,112.803411,low
4041,"Point[X=108.115983200065, Y=-7.1682546025678, WKID=4326]",CIAWI,TASIKMALAYA,JAWA BARAT,-7.168254603,108.1159832,low
4042,"Point[X=104.762247799796, Y=-4.42135848860335, WKID=4326]",PAKUAN RATU,WAY KANAN,LAMPUNG,-4.421358489,104.7622478,low
4043,"Point[X=105.284908600052, Y=-5.44162863805116, WKID=4326]",BUMI WARAS,KOTA BANDAR LAMPUNG,LAMPUNG,-5.441628638,105.2849086,low
4044,"Point[X=108.549370999672, Y=-7.2388504308027, WKID=4326]",TAMBAKSARI,CIAMIS,JAWA BARAT,-7.238850431,108.549371,low
4045,"Point[X=109.263848399684, Y=-7.08119412390965, WKID=4326]",WARUNGPRING,PEMALANG,JAWA TENGAH,-7.081194124,109.2638484,low
4046,"Point[X=108.37135190037, Y=-7.28960252833394, WKID=4326]",BAREGBEG,CIAMIS,JAWA BARAT,-7.289602528,108.3713519,low
4047,"Point[X=101.958310899928, Y=-1.44726748070963, WKID=4326]",TANAH SEPENGGAL,BUNGO,JAMBI,-1.447267481,101.9583109,low
4048,"Point[X=120.291086700291, Y=-3.55151253287704, WKID=4326]",LAROMPONG,LUWU,SULAWESI SELATAN,-3.551512533,120.2910867,low
4049,"Point[X=109.635611999694, Y=-6.99113731733325, WKID=4326]",WONOPRINGGO,PEKALONGAN,JAWA TENGAH,-6.991137317,109.635612,low
4050,"Point[X=120.734533800095, Y=-1.39741235619522, WKID=4326]",POSO KOTA,POSO,SULAWESI TENGAH,-1.397412356,120.7345338,low
4051,"Point[X=122.743623799799, Y=-0.978986438972925, WKID=4326]",LUWUK SELATAN,BANGGAI,SULAWESI TENGAH,-0.978986439,122.7436238,low
4052,"Point[X=101.520410099946, Y=-0.714716674434953, WKID=4326]",KUANTAN MUDIK,KUANTAN SINGINGI,RIAU,-0.714716674,101.5204101,low
4053,"Point[X=105.559791300029, Y=-5.86847752641665, WKID=4326]",RAJA BASA,LAMPUNG SELATAN,LAMPUNG,-5.868477526,105.5597913,low
4054,"Point[X=111.296557500229, Y=-7.22246473995574, WKID=4326]",JATI,BLORA,JAWA TENGAH,-7.22246474,111.2965575,low
4055,"Point[X=108.436941399726, Y=-7.55186050855559, WKID=4326]",LANGKAPLANCAR,PANGANDARAN,JAWA BARAT,-7.551860509,108.4369414,low
4056,"Point[X=119.011999199603, Y=-3.50610745799275, WKID=4326]",TINAMBUNG,POLEWALI MANDAR,SULAWESI BARAT,-3.506107458,119.0119992,low
4057,"Point[X=115.430192300235, Y=-3.66133006003417, WKID=4326]",SATUI,TANAH BUMBU,KALIMANTAN SELATAN,-3.66133006,115.4301923,low
4058,"Point[X=99.9785633998811, Y=0.557794326946691, WKID=4326]",RAO,PASAMAN,SUMATERA BARAT,0.557794327,99.9785634,low
4059,"Point[X=99.7014619995717, Y=2.66935340883282, WKID=4326]",AEK KUASAN,ASAHAN,SUMATERA UTARA,2.669353409,99.701462,low
4060,"Point[X=111.438569100084, Y=-7.47995805082331, WKID=4326]",GENENG,NGAWI,JAWA TIMUR,-7.479958051,111.4385691,low
4061,"Point[X=98.9981514796071, Y=3.56074703085085, WKID=4326]",PERBAUNGAN,SERDANG BEDAGAI,SUMATERA UTARA,3.560747031,98.99815148,low
4062,"Point[X=114.011234499872, Y=-6.94295701015784, WKID=4326]",BATANG BATANG,SUMENEP,JAWA TIMUR,-6.94295701,114.0112345,low
4063,"Point[X=116.483710999963, Y=-8.75954840923163, WKID=4326]",KERUAK,LOMBOK TIMUR,NUSA TENGGARA BARAT,-8.759548409,116.483711,low
4064,"Point[X=111.056933999904, Y=-7.29102731076176, WKID=4326]",TANGEN,SRAGEN,JAWA TENGAH,-7.291027311,111.056934,low
4065,"Point[X=108.0207336999, Y=-6.72852858802389, WKID=4326]",CONGGEANG,SUMEDANG,JAWA BARAT,-6.728528588,108.0207337,low
4066,"Point[X=102.419361899632, Y=0.797003274881263, WKID=4326]",SUNGAI APIT,SIAK,RIAU,0.797003275,102.4193619,low
4067,"Point[X=110.082378499868, Y=-7.49562329298055, WKID=4326]",KAJORAN,MAGELANG,JAWA TENGAH,-7.495623293,110.0823785,low
4068,"Point[X=120.290296600008, Y=-4.59489129829473, WKID=4326]",BAREBBO,BONE,SULAWESI SELATAN,-4.594891298,120.2902966,low
4069,"Point[X=98.6575079900018, Y=3.78691002917458, WKID=4326]",LABUHAN DELI,DELI SERDANG,SUMATERA UTARA,3.786910029,98.65750799,low
4070,"Point[X=96.1194267101746, Y=4.18923583436629, WKID=4326]",JOHAN PAHWALAN,ACEH BARAT,ACEH,4.189235834,96.11942671,low
4071,"Point[X=113.432188399875, Y=-7.19681053088124, WKID=4326]",TLANAKAN,PAMEKASAN,JAWA TIMUR,-7.196810531,113.4321884,low
4072,"Point[X=112.731655599726, Y=-7.08108788339905, WKID=4326]",SOCAH,BANGKALAN,JAWA TIMUR,-7.081087883,112.7316556,low
4073,"Point[X=105.861795800136, Y=-6.27944786422751, WKID=4326]",CARITA,PANDEGLANG,BANTEN,-6.279447864,105.8617958,low
4074,"Point[X=114.466313899567, Y=-3.33192872283223, WKID=4326]",TAMBAN,BARITO KUALA,KALIMANTAN SELATAN,-3.331928723,114.4663139,low
4075,"Point[X=111.030993399926, Y=-8.19081766260501, WKID=4326]",PRINGKUKU,PACITAN,JAWA TIMUR,-8.190817663,111.0309934,low
4076,"Point[X=99.8798556602106, Y=-0.290587588646247, WKID=4326]",TANJUNG MUTIARA,AGAM,SUMATERA BARAT,-0.290587589,99.87985566,low
4077,"Point[X=99.0145148097108, Y=3.16201433469382, WKID=4326]",SIPISPIS,SERDANG BEDAGAI,SUMATERA UTARA,3.162014335,99.01451481,low
4078,"Point[X=105.079243099989, Y=-5.57500232519709, WKID=4326]",WAY RATAI,PESAWARAN,LAMPUNG,-5.575002325,105.0792431,low
4079,"Point[X=116.38068709993, Y=-8.78727405915049, WKID=4326]",PRAYA TIMUR,LOMBOK TENGAH,NUSA TENGGARA BARAT,-8.787274059,116.3806871,low
4080,"Point[X=108.116101299935, Y=-7.11910792798847, WKID=4326]",KADIPATEN,TASIKMALAYA,JAWA BARAT,-7.119107928,108.1161013,low
4081,"Point[X=108.248721199624, Y=-7.39695977567305, WKID=4326]",TAMANSARI,KOTA TASIKMALAYA,JAWA BARAT,-7.396959776,108.2487212,low
4082,"Point[X=116.895729399592, Y=0.0759059778786195, WKID=4326]",MUARA KAMAN,KUTAI KARTANEGARA,KALIMANTAN TIMUR,0.075905978,116.8957294,low
4083,"Point[X=110.558410300095, Y=0.823662700273474, WKID=4326]",SEKAYAM,SANGGAU,KALIMANTAN BARAT,0.8236627,110.5584103,low
4084,"Point[X=109.649908300128, Y=-0.0512930369440596, WKID=4326]",SUNGAI AMBAWANG,KUBU RAYA,KALIMANTAN BARAT,-0.051293037,109.6499083,low
4085,"Point[X=99.1475457400439, Y=3.33955401710426, WKID=4326]",TEBING TINGGI,SERDANG BEDAGAI,SUMATERA UTARA,3.339554017,99.14754574,low
4086,"Point[X=106.526795100214, Y=-6.89279004842194, WKID=4326]",CIKAKAK,SUKABUMI,JAWA BARAT,-6.892790048,106.5267951,low
4087,"Point[X=108.330252999776, Y=-7.0425512160657, WKID=4326]",CINGAMBUL,MAJALENGKA,JAWA BARAT,-7.042551216,108.330253,low
4088,"Point[X=116.393065900071, Y=-8.70966162678258, WKID=4326]",JANAPRIA,LOMBOK TENGAH,NUSA TENGGARA BARAT,-8.709661627,116.3930659,low
4089,"Point[X=112.208843400403, Y=-7.38781459766551, WKID=4326]",KABUH,JOMBANG,JAWA TIMUR,-7.387814598,112.2088434,low
4090,"Point[X=123.72486350015, Y=-10.1434323800003, WKID=4326]",KUPANG TENGAH,KUPANG,NUSA TENGGARA TIMUR,-10.14343238,123.7248635,low
4091,"Point[X=119.609803500032, Y=-4.78306152307078, WKID=4326]",BUNGORO,PANGKAJENE DAN KEPULAUAN,SULAWESI SELATAN,-4.783061523,119.6098035,low
4092,"Point[X=106.37407410004, Y=-6.09578059439889, WKID=4326]",GUNUNG KALER,TANGERANG,BANTEN,-6.095780594,106.3740741,low
4093,"Point[X=115.48373520002, Y=-8.41741466205696, WKID=4326]",SELAT,KARANGASEM,BALI,-8.417414662,115.4837352,low
4094,"Point[X=109.625094299762, Y=-6.86350807583699, WKID=4326]",WONOKERTO,PEKALONGAN,JAWA TENGAH,-6.863508076,109.6250943,low
4095,"Point[X=119.835091400448, Y=-4.3998391131845, WKID=4326]",LALABATA,SOPPENG,SULAWESI SELATAN,-4.399839113,119.8350914,low
4096,"Point[X=111.324773000074, Y=-8.2008947352038, WKID=4326]",NGADIROJO,PACITAN,JAWA TIMUR,-8.200894735,111.324773,low
4097,"Point[X=119.557327099966, Y=-3.64655029755812, WKID=4326]",DUAMPANUA,PINRANG,SULAWESI SELATAN,-3.646550298,119.5573271,low
4098,"Point[X=111.853045200276, Y=-7.06205810659628, WKID=4326]",PARENGAN,TUBAN,JAWA TIMUR,-7.062058107,111.8530452,low
4099,"Point[X=120.883611599896, Y=1.01464431098623, WKID=4326]",BAOLAN,TOLITOLI,SULAWESI TENGAH,1.014644311,120.8836116,low
4100,"Point[X=117.121277900155, Y=-0.285996138610869, WKID=4326]",TENGGARONG SEBERANG,KUTAI KARTANEGARA,KALIMANTAN TIMUR,-0.285996139,117.1212779,low
4101,"Point[X=112.438185500361, Y=-8.21249762276705, WKID=4326]",KALIPARE,MALANG,JAWA TIMUR,-8.212497623,112.4381855,low
4102,"Point[X=123.629669900046, Y=-10.2100683502741, WKID=4326]",MAULAFA,KOTA KUPANG,NUSA TENGGARA TIMUR,-10.21006835,123.6296699,low
4103,"Point[X=113.223537399731, Y=-8.03956173628507, WKID=4326]",KEDUNGJAJANG,LUMAJANG,JAWA TIMUR,-8.039561736,113.2235374,low
4104,"Point[X=113.317943600217, Y=-8.05557821496262, WKID=4326]",RANDUAGUNG,LUMAJANG,JAWA TIMUR,-8.055578215,113.3179436,low
4105,"Point[X=105.011108199983, Y=-5.25110537041644, WKID=4326]",ADILUWIH,PRINGSEWU,LAMPUNG,-5.25110537,105.0111082,low
4106,"Point[X=110.551130199999, Y=-7.2289807508609, WKID=4326]",BRINGIN,SEMARANG,JAWA TENGAH,-7.228980751,110.5511302,low
4107,"Point[X=111.958731699708, Y=-6.88082809573996, WKID=4326]",MERAKURAK,TUBAN,JAWA TIMUR,-6.880828096,111.9587317,low
4108,"Point[X=103.018903700146, Y=-3.93867622612686, WKID=4326]",LINTANG KANAN,EMPAT LAWANG,SUMATERA SELATAN,-3.938676226,103.0189037,low
4109,"Point[X=108.03163379966, Y=-7.07077140137903, WKID=4326]",KERSAMANAH,GARUT,JAWA BARAT,-7.070771401,108.0316338,low
4110,"Point[X=104.407511299707, Y=-5.10536342588136, WKID=4326]",AIR HITAM,LAMPUNG BARAT,LAMPUNG,-5.105363426,104.4075113,low
4111,"Point[X=120.12371030039, Y=-3.67699642544466, WKID=4326]",PITU RAISE,SIDENRENG RAPPANG,SULAWESI SELATAN,-3.676996425,120.1237103,low
4112,"Point[X=107.47902470023, Y=-6.57472808932982, WKID=4326]",PASAWAHAN,PURWAKARTA,JAWA BARAT,-6.574728089,107.4790247,low
4113,"Point[X=107.594588999583, Y=-6.49898508579304, WKID=4326]",CIPEUNDUEY,SUBANG,JAWA BARAT,-6.498985086,107.594589,low
4114,"Point[X=109.578803800055, Y=1.63642595359494, WKID=4326]",SAJINGAN BESAR,SAMBAS,KALIMANTAN BARAT,1.636425954,109.5788038,low
4115,"Point[X=101.438479900127, Y=-2.07764524543171, WKID=4326]",TANAH KAMPUNG,KOTA SUNGAI PENUH,JAMBI,-2.077645245,101.4384799,low
4116,"Point[X=127.891430500417, Y=1.733307815903, WKID=4326]",TOBELO UTARA,HALMAHERA UTARA,MALUKU UTARA,1.733307816,127.8914305,low
4117,"Point[X=102.081252599728, Y=-0.448221896323389, WKID=4326]",KELAYANG,INDRAGIRI HULU,RIAU,-0.448221896,102.0812526,low
4118,"Point[X=136.095259200152, Y=-1.14264824941711, WKID=4326]",SAMOFA,BIAK NUMFOR,PAPUA,-1.142648249,136.0952592,low
4119,"Point[X=114.162505999752, Y=-8.04797793643257, WKID=4326]",SEMPOL,BONDOWOSO,JAWA TIMUR,-8.047977936,114.162506,low
4120,"Point[X=107.823811600325, Y=-7.03153599139284, WKID=4326]",CIKANCUNG,BANDUNG,JAWA BARAT,-7.031535991,107.8238116,low
4121,"Point[X=104.323454199652, Y=-3.67099585557423, WKID=4326]",LUBAI,MUARA ENIM,SUMATERA SELATAN,-3.670995856,104.3234542,low
4122,"Point[X=117.516913799732, Y=2.32467265032261, WKID=4326]",GUNUNG TABUR,BERAU,KALIMANTAN TIMUR,2.32467265,117.5169138,low
4123,"Point[X=108.806063600055, Y=-6.80577024070402, WKID=4326]",LOSARI,CIREBON,JAWA BARAT,-6.805770241,108.8060636,low
4124,"Point[X=105.207331400424, Y=-5.08890534770359, WKID=4326]",BUMI RATU NUBAN,LAMPUNG TENGAH,LAMPUNG,-5.088905348,105.2073314,low
4125,"Point[X=106.986410000421, Y=-7.10609044371898, WKID=4326]",TAKOKAK,CIANJUR,JAWA BARAT,-7.106090444,106.98641,low
4126,"Point[X=102.547781600241, Y=-3.48284185906448, WKID=4326]",CURUP TENGAH,REJANG LEBONG,BENGKULU,-3.482841859,102.5477816,low
4127,"Point[X=111.216451200163, Y=-7.76510739509018, WKID=4326]",BULUKERTO,WONOGIRI,JAWA TENGAH,-7.765107395,111.2164512,low
4128,"Point[X=107.569816100033, Y=-7.20376573110354, WKID=4326]",PANGALENGAN,BANDUNG,JAWA BARAT,-7.203765731,107.5698161,low
4129,"Point[X=114.262593300341, Y=-0.730718782845486, WKID=4326]",PERMATA INTAN,MURUNG RAYA,KALIMANTAN TENGAH,-0.730718783,114.2625933,low
4130,"Point[X=110.75709359959, Y=-7.46042475080156, WKID=4326]",NOGOSARI,BOYOLALI,JAWA TENGAH,-7.460424751,110.7570936,low
4131,"Point[X=117.14135339964, Y=-8.43785769467684, WKID=4326]",UTAN,SUMBAWA,NUSA TENGGARA BARAT,-8.437857695,117.1413534,low
4132,"Point[X=111.06391289996, Y=0.223888038302391, WKID=4326]",BELITANG HILIR,SEKADAU,KALIMANTAN BARAT,0.223888038,111.0639129,low
4133,"Point[X=111.099910899868, Y=-7.43246693639998, WKID=4326]",GONDANG,SRAGEN,JAWA TENGAH,-7.432466936,111.0999109,low
4134,"Point[X=97.6460792203798, Y=1.15638227682069, WKID=4326]",GUNUNGSITOLI IDANOI,KOTA GUNUNGSITOLI,SUMATERA UTARA,1.156382277,97.64607922,low
4135,"Point[X=122.375191800361, Y=-8.71757460498401, WKID=4326]",DORENG,SIKKA,NUSA TENGGARA TIMUR,-8.717574605,122.3751918,low
4136,"Point[X=115.174899599837, Y=-3.06661059700139, WKID=4326]",SALAM BABARIS,TAPIN,KALIMANTAN SELATAN,-3.066610597,115.1748996,low
4137,"Point[X=113.258353599639, Y=-8.17668632391468, WKID=4326]",TEKUNG,LUMAJANG,JAWA TIMUR,-8.176686324,113.2583536,low
4138,"Point[X=101.366853599914, Y=-2.04189528843676, WKID=4326]",PESISIR BUKIT,KOTA SUNGAI PENUH,JAMBI,-2.041895288,101.3668536,low
4139,"Point[X=123.195441200151, Y=0.879598172617648, WKID=4326]",PINOGALUMAN,BOLAANG MONGONDOW UTARA,SULAWESI UTARA,0.879598173,123.1954412,low
4140,"Point[X=112.976501199671, Y=-7.17156857912659, WKID=4326]",MODUNG,BANGKALAN,JAWA TIMUR,-7.171568579,112.9765012,low
4141,"Point[X=123.193499800376, Y=-8.26088372360493, WKID=4326]",ADONARA,FLORES TIMUR,NUSA TENGGARA TIMUR,-8.260883724,123.1934998,low
4142,"Point[X=97.8685610903221, Y=3.4136415234376, WKID=4326]",BUKIT TUSAM,ACEH TENGGARA,ACEH,3.413641523,97.86856109,low
4143,"Point[X=97.7481940497157, Y=1.10412240472527, WKID=4326]",SOGAE'ADU,NIAS,SUMATERA UTARA,1.104122405,97.74819405,low
4144,"Point[X=121.657788699789, Y=-8.83421310405146, WKID=4326]",ENDE TENGAH,ENDE,NUSA TENGGARA TIMUR,-8.834213104,121.6577887,low
4145,"Point[X=119.842543100184, Y=-4.27295193468399, WKID=4326]",DONRI DONRI,SOPPENG,SULAWESI SELATAN,-4.272951935,119.8425431,low
4146,"Point[X=108.026559900219, Y=-6.96658331097098, WKID=4326]",CIBUGEL,SUMEDANG,JAWA BARAT,-6.966583311,108.0265599,low
4147,"Point[X=113.515514700043, Y=-7.19664716903156, WKID=4326]",PADEMAWU,PAMEKASAN,JAWA TIMUR,-7.196647169,113.5155147,low
4148,"Point[X=119.817452400008, Y=-3.32234504079094, WKID=4326]",ALLA,ENREKANG,SULAWESI SELATAN,-3.322345041,119.8174524,low
4149,"Point[X=102.321951700011, Y=-3.52257493498519, WKID=4326]",KERKAP,BENGKULU UTARA,BENGKULU,-3.522574935,102.3219517,low
4150,"Point[X=96.8029474596576, Y=5.07070889459987, WKID=4326]",PEUSANGAN SIBLAH KRUENG,BIREUEN,ACEH,5.070708895,96.80294746,low
4151,"Point[X=98.0660537395885, Y=2.89897474289012, WKID=4326]",SIEMPAT NEMPU HILIR,DAIRI,SUMATERA UTARA,2.898974743,98.06605374,low
4152,"Point[X=102.841488000071, Y=-0.696843569674968, WKID=4326]",KERITANG,INDRAGIRI HILIR,RIAU,-0.69684357,102.841488,low
4153,"Point[X=101.867454999848, Y=-0.730827886797499, WKID=4326]",BATANG PERANAP,INDRAGIRI HULU,RIAU,-0.730827887,101.867455,low
4154,"Point[X=110.234088199811, Y=-7.33042597827625, WKID=4326]",KRANGGAN,TEMANGGUNG,JAWA TENGAH,-7.330425978,110.2340882,low
4155,"Point[X=101.253975599794, Y=-1.90049375628178, WKID=4326]",GUNUNG KERINCI,KERINCI,JAMBI,-1.900493756,101.2539756,low
4156,"Point[X=125.565484799584, Y=3.56618269517531, WKID=4326]",TABUKAN TENGAH,KEPULAUAN SANGIHE,SULAWESI UTARA,3.566182695,125.5654848,low
4157,"Point[X=99.0774856001804, Y=2.99624981577642, WKID=4326]",SIANTAR MARTOBA,KOTA PEMATANGSIANTAR,SUMATERA UTARA,2.996249816,99.0774856,low
4158,"Point[X=108.556325699871, Y=-7.35125434431251, WKID=4326]",PURWAHARJA,KOTA BANJAR,JAWA BARAT,-7.351254344,108.5563257,low
4159,"Point[X=99.2230584002251, Y=2.9594406201885, WKID=4326]",JAWA MARAJA BAH JAMBI,SIMALUNGUN,SUMATERA UTARA,2.95944062,99.2230584,low
4160,"Point[X=107.825047099744, Y=-7.32847428575963, WKID=4326]",CIGEDUG,GARUT,JAWA BARAT,-7.328474286,107.8250471,low
4161,"Point[X=125.150541700339, Y=1.45831386709136, WKID=4326]",MADIDIR,KOTA BITUNG,SULAWESI UTARA,1.458313867,125.1505417,low
4162,"Point[X=108.985443399693, Y=-7.24441068810273, WKID=4326]",BUMIAYU,BREBES,JAWA TENGAH,-7.244410688,108.9854434,low
4163,"Point[X=106.57539350041, Y=-6.97596937418723, WKID=4326]",PELABUHANRATU,SUKABUMI,JAWA BARAT,-6.975969374,106.5753935,low
4164,"Point[X=119.373355299907, Y=-3.34793675507711, WKID=4326]",ANREAPI,POLEWALI MANDAR,SULAWESI BARAT,-3.347936755,119.3733553,low
4165,"Point[X=116.321265699752, Y=-8.72756470324839, WKID=4326]",PRAYA TENGAH,LOMBOK TENGAH,NUSA TENGGARA BARAT,-8.727564703,116.3212657,low
4166,"Point[X=107.242972200007, Y=-6.52202136569343, WKID=4326]",TEGALWARU,KARAWANG,JAWA BARAT,-6.522021366,107.2429722,low
4167,"Point[X=135.817064399602, Y=-4.09898365077481, WKID=4326]",MAPIA TENGAH,DOGIYAI,PAPUA,-4.098983651,135.8170644,low
4168,"Point[X=127.451742000193, Y=1.20967012257813, WKID=4326]",SAHU,HALMAHERA BARAT,MALUKU UTARA,1.209670123,127.451742,low
4169,"Point[X=108.337408200228, Y=-7.32977989722446, WKID=4326]",CIAMIS,CIAMIS,JAWA BARAT,-7.329779897,108.3374082,low
4170,"Point[X=111.309852199619, Y=-7.42442772036298, WKID=4326]",KEDUNGGALAR,NGAWI,JAWA TIMUR,-7.42442772,111.3098522,low
4171,"Point[X=108.32367260011, Y=-6.58186215301589, WKID=4326]",SUKAGUMIWANG,INDRAMAYU,JAWA BARAT,-6.581862153,108.3236726,low
4172,"Point[X=117.113371499595, Y=-0.556018311395917, WKID=4326]",LOA JANAN ILIR,KOTA SAMARINDA,KALIMANTAN TIMUR,-0.556018311,117.1133715,low
4173,"Point[X=124.329200900401, Y=-9.9771807262095, WKID=4326]",NOEBEBA,TIMOR TENGAH SELATAN,NUSA TENGGARA TIMUR,-9.977180726,124.3292009,low
4174,"Point[X=95.3143995500992, Y=5.52714976804742, WKID=4326]",BANDA RAYA,KOTA BANDA ACEH,ACEH,5.527149768,95.31439955,low
4175,"Point[X=102.949425499887, Y=-3.47530671843026, WKID=4326]",KOTA PADANG,REJANG LEBONG,BENGKULU,-3.475306718,102.9494255,low
4176,"Point[X=109.169287700167, Y=0.570323851664455, WKID=4326]",SADANIANG,MEMPAWAH,KALIMANTAN BARAT,0.570323852,109.1692877,low
4177,"Point[X=120.351471699759, Y=-3.3144105463096, WKID=4326]",KAMANRE,LUWU,SULAWESI SELATAN,-3.314410546,120.3514717,low
4178,"Point[X=123.023050499781, Y=0.58060889968101, WKID=4326]",TALAGA JAYA,GORONTALO,GORONTALO,0.5806089,123.0230505,low
4179,"Point[X=100.666424499691, Y=-1.39156266288654, WKID=4326]",BATANG KAPAS,PESISIR SELATAN,SUMATERA BARAT,-1.391562663,100.6664245,low
4180,"Point[X=101.006439800257, Y=0.301824982037317, WKID=4326]",SALO,KAMPAR,RIAU,0.301824982,101.0064398,low
4181,"Point[X=98.5758425299089, Y=3.12237482423882, WKID=4326]",BARUSJAHE,KARO,SUMATERA UTARA,3.122374824,98.57584253,low
4182,"Point[X=98.2477618597221, Y=2.89086467376575, WKID=4326]",TIGALINGGA,DAIRI,SUMATERA UTARA,2.890864674,98.24776186,low
4183,"Point[X=105.757285599551, Y=-5.42330343780338, WKID=4326]",GUNUNG PELINDUNG,LAMPUNG TIMUR,LAMPUNG,-5.423303438,105.7572856,low
4184,"Point[X=100.573017199584, Y=-0.523760832896073, WKID=4326]",RAMBATAN,TANAH DATAR,SUMATERA BARAT,-0.523760833,100.5730172,low
4185,"Point[X=104.388853799963, Y=-4.43408926630656, WKID=4326]",WAY TUBA,WAY KANAN,LAMPUNG,-4.434089266,104.3888538,low
4186,"Point[X=104.876557800302, Y=-5.47909959976664, WKID=4326]",BULOK,TANGGAMUS,LAMPUNG,-5.4790996,104.8765578,low
4187,"Point[X=104.962053199596, Y=-5.0689848463735, WKID=4326]",PADANG RATU,LAMPUNG TENGAH,LAMPUNG,-5.068984846,104.9620532,low
4188,"Point[X=121.000339300019, Y=-2.0931041534339, WKID=4326]",MORI ATAS,MOROWALI UTARA,SULAWESI TENGAH,-2.093104153,121.0003393,low
4189,"Point[X=120.941901099856, Y=-2.51424834168756, WKID=4326]",ANGKONA,LUWU TIMUR,SULAWESI SELATAN,-2.514248342,120.9419011,low
4190,"Point[X=105.048374199909, Y=-4.80723668732321, WKID=4326]",ABUNG SEMULI,LAMPUNG UTARA,LAMPUNG,-4.807236687,105.0483742,low
4191,"Point[X=122.188151499992, Y=-4.44807755073833, WKID=4326]",TINANGGEA,KONAWE SELATAN,SULAWESI TENGGARA,-4.448077551,122.1881515,low
4192,"Point[X=111.828333399767, Y=-7.4020954090758, WKID=4326]",GONDANG,BOJONEGORO,JAWA TIMUR,-7.402095409,111.8283334,low
4193,"Point[X=106.371545200151, Y=-2.71292368937674, WKID=4326]",AIR GEGAS,BANGKA SELATAN,KEPULAUAN BANGKA BELITUNG,-2.712923689,106.3715452,low
4194,"Point[X=100.062865299894, Y=0.906209842210501, WKID=4326]",BATANG LUBU SUTAM,PADANG LAWAS,SUMATERA UTARA,0.906209842,100.0628653,low
4195,"Point[X=100.493615399631, Y=-0.679939527587067, WKID=4326]",JUNJUNG SIRIH,SOLOK,SUMATERA BARAT,-0.679939528,100.4936154,low
4196,"Point[X=108.307357499749, Y=-7.255194502824, WKID=4326]",SADANANYA,CIAMIS,JAWA BARAT,-7.255194503,108.3073575,low
4197,"Point[X=109.737056899756, Y=-7.76769719167203, WKID=4326]",AMBAL,KEBUMEN,JAWA TENGAH,-7.767697192,109.7370569,low
4198,"Point[X=99.4879103399903, Y=2.86146454555239, WKID=4326]",BUNTU PANE,ASAHAN,SUMATERA UTARA,2.861464546,99.48791034,low
4199,"Point[X=109.269340900262, Y=0.0897103266702857, WKID=4326]",SIANTAN,MEMPAWAH,KALIMANTAN BARAT,0.089710327,109.2693409,low
4200,"Point[X=105.022277400282, Y=-5.36608736234183, WKID=4326]",GADING REJO,PRINGSEWU,LAMPUNG,-5.366087362,105.0222774,low
4201,"Point[X=100.525640999633, Y=2.07098781543539, WKID=4326]",KUBU,ROKAN HILIR,RIAU,2.070987815,100.525641,low
4202,"Point[X=104.384728199647, Y=-3.45594160602025, WKID=4326]",BELIDA DARAT,MUARA ENIM,SUMATERA SELATAN,-3.455941606,104.3847282,low
